date,ticker,open,high,low,close
2019-07-01 03:09:00+00:00,eurusd,1.135165,1.135165,1.13507,1.135145
2019-07-01 03:10:00+00:00,eurusd,1.135145,1.13517,1.13508,1.135145
2019-07-01 03:11:00+00:00,eurusd,1.13513,1.13513,1.1351,1.1351
2019-07-01 03:12:00+00:00,eurusd,1.1351,1.135115,1.135025,1.135115
2019-07-01 03:13:00+00:00,eurusd,1.135115,1.13513,1.13504,1.13509
2019-07-01 03:14:00+00:00,eurusd,1.13509,1.135145,1.13507,1.13507
2019-07-01 03:15:00+00:00,eurusd,1.13507,1.135115,1.135045,1.13505
2019-07-01 03:16:00+00:00,eurusd,1.13505,1.13508,1.13499,1.135035
2019-07-01 03:17:00+00:00,eurusd,1.135035,1.135035,1.135015,1.13503
2019-07-01 03:18:00+00:00,eurusd,1.13502,1.13508,1.135015,1.13503
2019-07-01 03:19:00+00:00,eurusd,1.135045,1.13508,1.135005,1.13503
2019-07-01 03:20:00+00:00,eurusd,1.13503,1.13507,1.135005,1.135065
2019-07-01 03:21:00+00:00,eurusd,1.135065,1.135105,1.135045,1.13506
2019-07-01 03:22:00+00:00,eurusd,1.13505,1.135065,1.13498,1.135005
2019-07-01 03:23:00+00:00,eurusd,1.135005,1.13507,1.135005,1.135065
2019-07-01 03:24:00+00:00,eurusd,1.135065,1.135065,1.135015,1.135015
2019-07-01 03:25:00+00:00,eurusd,1.135015,1.135115,1.135015,1.13505
2019-07-01 03:26:00+00:00,eurusd,1.13505,1.135095,1.13504,1.13508
2019-07-01 03:27:00+00:00,eurusd,1.13508,1.13513,1.135065,1.13512
2019-07-01 03:28:00+00:00,eurusd,1.13512,1.135165,1.13512,1.13512
2019-07-01 03:29:00+00:00,eurusd,1.135135,1.135195,1.135075,1.13513
2019-07-01 03:30:00+00:00,eurusd,1.13513,1.135165,1.13506,1.13506
2019-07-01 03:31:00+00:00,eurusd,1.13506,1.13514,1.13504,1.135075
2019-07-01 03:32:00+00:00,eurusd,1.135075,1.135075,1.134985,1.135035
2019-07-01 03:33:00+00:00,eurusd,1.135035,1.13508,1.135015,1.135035
2019-07-01 03:34:00+00:00,eurusd,1.135035,1.135035,1.13494,1.134985
2019-07-01 03:35:00+00:00,eurusd,1.134985,1.13512,1.13497,1.13508
2019-07-01 03:36:00+00:00,eurusd,1.13508,1.135145,1.13508,1.13514
2019-07-01 03:37:00+00:00,eurusd,1.135135,1.135145,1.135105,1.13514
2019-07-01 03:38:00+00:00,eurusd,1.13514,1.135155,1.13509,1.13514
2019-07-01 03:39:00+00:00,eurusd,1.13514,1.135145,1.135125,1.13513
2019-07-01 03:40:00+00:00,eurusd,1.13513,1.13517,1.135075,1.13514
2019-07-01 03:41:00+00:00,eurusd,1.13514,1.135165,1.13513,1.135135
2019-07-01 03:42:00+00:00,eurusd,1.13513,1.13518,1.135125,1.13518
2019-07-01 03:43:00+00:00,eurusd,1.13518,1.13518,1.13514,1.13514
2019-07-01 03:44:00+00:00,eurusd,1.13514,1.135205,1.13514,1.135185
2019-07-01 03:45:00+00:00,eurusd,1.135185,1.13521,1.13518,1.135185
2019-07-01 03:46:00+00:00,eurusd,1.135185,1.135185,1.13518,1.135185
2019-07-01 03:47:00+00:00,eurusd,1.135185,1.135195,1.135145,1.135165
2019-07-01 03:48:00+00:00,eurusd,1.135165,1.135255,1.135165,1.13523
2019-07-01 03:49:00+00:00,eurusd,1.13523,1.135235,1.13523,1.135235
2019-07-01 03:50:00+00:00,eurusd,1.135235,1.135265,1.135215,1.13522
2019-07-01 03:51:00+00:00,eurusd,1.135215,1.135265,1.13521,1.13524
2019-07-01 03:52:00+00:00,eurusd,1.13524,1.135295,1.13524,1.13527
2019-07-01 03:53:00+00:00,eurusd,1.13527,1.13529,1.13523,1.13529
2019-07-01 03:54:00+00:00,eurusd,1.13529,1.1353,1.13529,1.1353
2019-07-01 03:55:00+00:00,eurusd,1.13529,1.13529,1.135265,1.13527
2019-07-01 03:56:00+00:00,eurusd,1.13527,1.135275,1.13527,1.135275
2019-07-01 03:57:00+00:00,eurusd,1.135275,1.135295,1.13521,1.135295
2019-07-01 03:58:00+00:00,eurusd,1.135295,1.135315,1.13528,1.13531
2019-07-01 03:59:00+00:00,eurusd,1.13531,1.135315,1.135245,1.13526
2019-07-01 04:00:00+00:00,eurusd,1.135255,1.135265,1.135055,1.135165
2019-07-01 04:01:00+00:00,eurusd,1.135165,1.135195,1.135155,1.13518
2019-07-01 04:02:00+00:00,eurusd,1.13518,1.13522,1.135155,1.135215
2019-07-01 04:03:00+00:00,eurusd,1.135215,1.13524,1.135195,1.13523
2019-07-01 04:04:00+00:00,eurusd,1.13523,1.13523,1.135135,1.135135
2019-07-01 04:05:00+00:00,eurusd,1.135135,1.13529,1.135135,1.13522
2019-07-01 04:06:00+00:00,eurusd,1.13521,1.13528,1.1352,1.13528
2019-07-01 04:07:00+00:00,eurusd,1.13528,1.13528,1.1352,1.13523
2019-07-01 04:08:00+00:00,eurusd,1.13522,1.13528,1.1352,1.135275
2019-07-01 04:09:00+00:00,eurusd,1.135275,1.135295,1.13524,1.13525
2019-07-01 04:10:00+00:00,eurusd,1.13525,1.13527,1.13523,1.135255
2019-07-01 04:11:00+00:00,eurusd,1.135235,1.135315,1.135235,1.135295
2019-07-01 04:12:00+00:00,eurusd,1.135295,1.13535,1.13522,1.135225
2019-07-01 04:13:00+00:00,eurusd,1.135225,1.135305,1.13503,1.135105
2019-07-01 04:14:00+00:00,eurusd,1.135105,1.135185,1.135105,1.13513
2019-07-01 04:15:00+00:00,eurusd,1.13513,1.135225,1.13513,1.135185
2019-07-01 04:16:00+00:00,eurusd,1.135185,1.13519,1.135125,1.135125
2019-07-01 04:17:00+00:00,eurusd,1.135125,1.135195,1.135125,1.13514
2019-07-01 04:18:00+00:00,eurusd,1.13519,1.13533,1.13519,1.135325
2019-07-01 04:19:00+00:00,eurusd,1.135325,1.13539,1.135245,1.13527
2019-07-01 04:20:00+00:00,eurusd,1.13527,1.13527,1.1352,1.1352
2019-07-01 04:21:00+00:00,eurusd,1.135205,1.13524,1.135165,1.135165
2019-07-01 04:22:00+00:00,eurusd,1.135165,1.135255,1.13515,1.13518
2019-07-01 04:23:00+00:00,eurusd,1.13518,1.135255,1.13504,1.13505
2019-07-01 04:24:00+00:00,eurusd,1.13505,1.135075,1.135005,1.135065
2019-07-01 04:25:00+00:00,eurusd,1.135065,1.135065,1.13496,1.13501
2019-07-01 04:26:00+00:00,eurusd,1.13501,1.13505,1.13495,1.135035
2019-07-01 04:27:00+00:00,eurusd,1.135035,1.13507,1.134965,1.13498
2019-07-01 04:28:00+00:00,eurusd,1.134995,1.13507,1.134995,1.135015
2019-07-01 04:29:00+00:00,eurusd,1.13501,1.135025,1.13496,1.13497
2019-07-01 04:30:00+00:00,eurusd,1.13497,1.135015,1.13494,1.13501
2019-07-01 04:31:00+00:00,eurusd,1.13501,1.13502,1.135005,1.13501
2019-07-01 04:32:00+00:00,eurusd,1.13502,1.13504,1.134995,1.13502
2019-07-01 04:33:00+00:00,eurusd,1.13502,1.13504,1.13496,1.135005
2019-07-01 04:34:00+00:00,eurusd,1.135,1.13508,1.135,1.13503
2019-07-01 04:35:00+00:00,eurusd,1.13503,1.135055,1.13503,1.135035
2019-07-01 04:36:00+00:00,eurusd,1.135035,1.13507,1.135015,1.135015
2019-07-01 04:37:00+00:00,eurusd,1.135015,1.135075,1.134945,1.13507
2019-07-01 04:38:00+00:00,eurusd,1.13508,1.13514,1.135075,1.13511
2019-07-01 04:39:00+00:00,eurusd,1.135105,1.13513,1.135075,1.135105
2019-07-01 04:40:00+00:00,eurusd,1.135105,1.13514,1.135085,1.135125
2019-07-01 04:41:00+00:00,eurusd,1.135125,1.135185,1.135085,1.135085
2019-07-01 04:42:00+00:00,eurusd,1.135085,1.13517,1.135075,1.13517
2019-07-01 04:43:00+00:00,eurusd,1.135155,1.13516,1.1351,1.1351
2019-07-01 04:44:00+00:00,eurusd,1.1351,1.135165,1.135085,1.135155
2019-07-01 04:45:00+00:00,eurusd,1.135155,1.135205,1.13511,1.13518
2019-07-01 04:46:00+00:00,eurusd,1.13518,1.135205,1.135085,1.135085
2019-07-01 04:47:00+00:00,eurusd,1.135085,1.135175,1.13507,1.13517
2019-07-01 04:48:00+00:00,eurusd,1.13517,1.135175,1.13507,1.1351
2019-07-01 04:49:00+00:00,eurusd,1.1351,1.13514,1.13504,1.135065
2019-07-01 04:50:00+00:00,eurusd,1.135065,1.135095,1.135015,1.135035
2019-07-01 04:51:00+00:00,eurusd,1.135035,1.135035,1.134885,1.13497
2019-07-01 04:52:00+00:00,eurusd,1.13497,1.134985,1.134935,1.134955
2019-07-01 04:53:00+00:00,eurusd,1.134955,1.134955,1.134905,1.13491
2019-07-01 04:54:00+00:00,eurusd,1.13491,1.13502,1.134885,1.13495
2019-07-01 04:55:00+00:00,eurusd,1.13495,1.135005,1.134835,1.13487
2019-07-01 04:56:00+00:00,eurusd,1.13487,1.134885,1.134805,1.134885
2019-07-01 04:57:00+00:00,eurusd,1.13487,1.134875,1.134845,1.13486
2019-07-01 04:58:00+00:00,eurusd,1.13486,1.134955,1.13485,1.134905
2019-07-01 04:59:00+00:00,eurusd,1.134905,1.13492,1.13486,1.13486
2019-07-01 05:00:00+00:00,eurusd,1.13486,1.13492,1.13481,1.134865
2019-07-01 05:01:00+00:00,eurusd,1.134865,1.134875,1.13477,1.13478
2019-07-01 05:02:00+00:00,eurusd,1.13478,1.13502,1.134475,1.134575
2019-07-01 05:03:00+00:00,eurusd,1.134575,1.13459,1.134505,1.134565
2019-07-01 05:04:00+00:00,eurusd,1.134565,1.13458,1.13451,1.13452
2019-07-01 05:05:00+00:00,eurusd,1.13452,1.13452,1.13356,1.133635
2019-07-01 05:06:00+00:00,eurusd,1.133635,1.133635,1.133165,1.13336
2019-07-01 05:07:00+00:00,eurusd,1.13335,1.133385,1.13325,1.133315
2019-07-01 05:08:00+00:00,eurusd,1.133315,1.133435,1.133285,1.133425
2019-07-01 05:09:00+00:00,eurusd,1.133425,1.13346,1.133395,1.13343
2019-07-01 05:10:00+00:00,eurusd,1.13343,1.13348,1.1334,1.133415
2019-07-01 05:11:00+00:00,eurusd,1.133415,1.133415,1.132635,1.13269
2019-07-01 05:12:00+00:00,eurusd,1.132705,1.13281,1.132565,1.132575
2019-07-01 05:13:00+00:00,eurusd,1.132575,1.1329,1.132575,1.132655
2019-07-01 05:14:00+00:00,eurusd,1.132655,1.132815,1.13246,1.132595
2019-07-01 05:15:00+00:00,eurusd,1.132595,1.13281,1.132535,1.13281
2019-07-01 05:16:00+00:00,eurusd,1.13281,1.13281,1.13235,1.13241
2019-07-01 05:17:00+00:00,eurusd,1.13241,1.13266,1.132105,1.13234
2019-07-01 05:18:00+00:00,eurusd,1.13234,1.13248,1.13226,1.132435
2019-07-01 05:19:00+00:00,eurusd,1.132435,1.132545,1.13228,1.132345
2019-07-01 05:20:00+00:00,eurusd,1.132345,1.132535,1.132315,1.13234
2019-07-01 05:21:00+00:00,eurusd,1.13234,1.13246,1.13234,1.132415
2019-07-01 05:22:00+00:00,eurusd,1.132415,1.13255,1.132275,1.132525
2019-07-01 05:23:00+00:00,eurusd,1.13249,1.132605,1.13246,1.13252
2019-07-01 05:24:00+00:00,eurusd,1.13251,1.132605,1.13239,1.132405
2019-07-01 05:25:00+00:00,eurusd,1.132405,1.13241,1.132275,1.132305
2019-07-01 05:26:00+00:00,eurusd,1.132305,1.13253,1.132305,1.132495
2019-07-01 05:27:00+00:00,eurusd,1.132495,1.132495,1.1323,1.132395
2019-07-01 05:28:00+00:00,eurusd,1.132395,1.13241,1.132175,1.132175
2019-07-01 05:29:00+00:00,eurusd,1.13215,1.132435,1.13214,1.13235
2019-07-01 05:30:00+00:00,eurusd,1.13235,1.13243,1.132265,1.13236
2019-07-01 05:31:00+00:00,eurusd,1.13236,1.13244,1.13229,1.132415
2019-07-01 05:32:00+00:00,eurusd,1.132415,1.13246,1.132295,1.132395
2019-07-01 05:33:00+00:00,eurusd,1.132395,1.132495,1.132335,1.132495
2019-07-01 05:34:00+00:00,eurusd,1.132495,1.13261,1.132495,1.13261
2019-07-01 05:35:00+00:00,eurusd,1.13261,1.13261,1.132395,1.132525
2019-07-01 05:36:00+00:00,eurusd,1.132525,1.132615,1.132525,1.132575
2019-07-01 05:37:00+00:00,eurusd,1.132565,1.132595,1.132565,1.132565
2019-07-01 05:38:00+00:00,eurusd,1.132565,1.132715,1.132545,1.132635
2019-07-01 05:39:00+00:00,eurusd,1.132635,1.13268,1.13257,1.1326
2019-07-01 05:40:00+00:00,eurusd,1.1326,1.13274,1.1326,1.13274
2019-07-01 05:41:00+00:00,eurusd,1.13274,1.132895,1.132725,1.132805
2019-07-01 05:42:00+00:00,eurusd,1.13279,1.132865,1.13257,1.13258
2019-07-01 05:43:00+00:00,eurusd,1.13258,1.13263,1.132435,1.132525
2019-07-01 05:44:00+00:00,eurusd,1.132525,1.13265,1.132475,1.13262
2019-07-01 05:45:00+00:00,eurusd,1.13262,1.13268,1.13257,1.13267
2019-07-01 05:46:00+00:00,eurusd,1.13267,1.13282,1.13263,1.13279
2019-07-01 05:47:00+00:00,eurusd,1.1328,1.132835,1.132685,1.13275
2019-07-01 05:48:00+00:00,eurusd,1.13275,1.13279,1.132645,1.132735
2019-07-01 05:49:00+00:00,eurusd,1.132735,1.132805,1.13267,1.132775
2019-07-01 05:50:00+00:00,eurusd,1.132775,1.13281,1.13269,1.132745
2019-07-01 05:51:00+00:00,eurusd,1.132745,1.132795,1.132665,1.132695
2019-07-01 05:52:00+00:00,eurusd,1.132695,1.13271,1.132565,1.13259
2019-07-01 05:53:00+00:00,eurusd,1.13259,1.132635,1.13253,1.13253
2019-07-01 05:54:00+00:00,eurusd,1.13253,1.132715,1.13253,1.132685
2019-07-01 05:55:00+00:00,eurusd,1.132685,1.13278,1.13265,1.13278
2019-07-01 05:56:00+00:00,eurusd,1.13278,1.1328,1.132715,1.132795
2019-07-01 05:57:00+00:00,eurusd,1.132795,1.132865,1.132725,1.132795
2019-07-01 05:58:00+00:00,eurusd,1.13278,1.132835,1.13273,1.132805
2019-07-01 05:59:00+00:00,eurusd,1.132805,1.132805,1.132765,1.132765
2019-07-01 06:00:00+00:00,eurusd,1.132805,1.133005,1.132685,1.132745
2019-07-01 06:01:00+00:00,eurusd,1.132745,1.13299,1.13263,1.13298
2019-07-01 06:02:00+00:00,eurusd,1.13298,1.13299,1.132865,1.132925
2019-07-01 06:03:00+00:00,eurusd,1.132925,1.133015,1.13277,1.132925
2019-07-01 06:04:00+00:00,eurusd,1.132925,1.13308,1.13286,1.132985
2019-07-01 06:05:00+00:00,eurusd,1.132985,1.13309,1.13287,1.132985
2019-07-01 06:06:00+00:00,eurusd,1.132985,1.1331,1.13292,1.132985
2019-07-01 06:07:00+00:00,eurusd,1.132985,1.132985,1.1328,1.132835
2019-07-01 06:08:00+00:00,eurusd,1.132855,1.13303,1.132785,1.13303
2019-07-01 06:09:00+00:00,eurusd,1.13303,1.13303,1.132805,1.13289
2019-07-01 06:10:00+00:00,eurusd,1.132885,1.133085,1.132805,1.133005
2019-07-01 06:11:00+00:00,eurusd,1.133,1.13308,1.13286,1.13292
2019-07-01 06:12:00+00:00,eurusd,1.13292,1.133025,1.132865,1.132875
2019-07-01 06:13:00+00:00,eurusd,1.132885,1.133015,1.132785,1.13288
2019-07-01 06:14:00+00:00,eurusd,1.13288,1.13299,1.132845,1.132895
2019-07-01 06:15:00+00:00,eurusd,1.132895,1.132965,1.132725,1.13282
2019-07-01 06:16:00+00:00,eurusd,1.132825,1.13291,1.132725,1.13279
2019-07-01 06:17:00+00:00,eurusd,1.13279,1.132815,1.13256,1.132795
2019-07-01 06:18:00+00:00,eurusd,1.132795,1.132905,1.13277,1.13279
2019-07-01 06:19:00+00:00,eurusd,1.13279,1.132835,1.13255,1.13257
2019-07-01 06:20:00+00:00,eurusd,1.13257,1.132735,1.132515,1.1326
2019-07-01 06:21:00+00:00,eurusd,1.1326,1.13284,1.132505,1.132705
2019-07-01 06:22:00+00:00,eurusd,1.132705,1.132805,1.132555,1.132625
2019-07-01 06:23:00+00:00,eurusd,1.132625,1.13277,1.13255,1.13264
2019-07-01 06:24:00+00:00,eurusd,1.13264,1.132895,1.13264,1.13287
2019-07-01 06:25:00+00:00,eurusd,1.13287,1.13313,1.13276,1.133035
2019-07-01 06:26:00+00:00,eurusd,1.133035,1.133235,1.133035,1.133205
2019-07-01 06:27:00+00:00,eurusd,1.133205,1.13324,1.13305,1.133195
2019-07-01 06:28:00+00:00,eurusd,1.133195,1.13326,1.13306,1.13314
