Open,High,Low,Close,Volume
1.09089,1.09095,1.09089,1.09093,0.0
1.09093,1.09096,1.09087,1.09089,0.0
1.09089,1.0909,1.09089,1.09089,0.0
1.09089,1.09091,1.09089,1.09089,0.0
1.09089,1.09089,1.09081,1.09085,0.0
1.09085,1.09085,1.09079,1.09079,0.0
1.09079,1.09083,1.09078,1.09082,0.0
1.09082,1.09086,1.09082,1.09085,0.0
1.09085,1.09085,1.09081,1.09082,0.0
1.09082,1.09084,1.09082,1.09084,0.0
1.09083,1.09084,1.09083,1.09083,0.0
1.09083,1.09086,1.09083,1.09086,0.0
1.09086,1.09086,1.09086,1.09086,0.0
1.09086,1.09086,1.09083,1.09083,0.0
1.09084,1.09084,1.09082,1.09082,0.0
1.09082,1.09086,1.09082,1.09086,0.0
1.09086,1.0909,1.09086,1.0909,0.0
1.0909,1.09097,1.0909,1.09097,0.0
1.09098,1.09116,1.09097,1.09112,0.0
1.09112,1.09112,1.09105,1.09108,0.0
1.09109,1.09112,1.09109,1.0911,0.0
1.0911,1.09112,1.09109,1.09112,0.0
1.09113,1.09114,1.0911,1.0911,0.0
1.0911,1.0911,1.09106,1.09106,0.0
1.09105,1.09108,1.09105,1.09106,0.0
1.09106,1.09111,1.09106,1.0911,0.0
1.09112,1.09117,1.09112,1.09117,0.0
1.09117,1.09121,1.09117,1.09121,0.0
1.09121,1.09122,1.09121,1.09122,0.0
1.09122,1.09122,1.09118,1.0912,0.0
1.0912,1.09127,1.0912,1.09127,0.0
1.09128,1.09128,1.09121,1.09122,0.0
1.09122,1.09122,1.09117,1.09121,0.0
1.09121,1.09121,1.0912,1.0912,0.0
1.09121,1.09121,1.09119,1.09119,0.0
1.09119,1.09121,1.09117,1.09121,0.0
1.09121,1.09121,1.09116,1.09116,0.0
1.09116,1.09116,1.09115,1.09115,0.0
1.09115,1.09117,1.09114,1.09114,0.0
1.09114,1.09115,1.09109,1.09109,0.0
1.0911,1.0911,1.09104,1.09105,0.0
1.09107,1.09109,1.09107,1.09109,0.0
1.09109,1.0911,1.09107,1.09109,0.0
1.09108,1.09109,1.09106,1.09107,0.0
1.09107,1.09109,1.09107,1.09109,0.0
1.09109,1.0911,1.09109,1.09109,0.0
1.0911,1.0911,1.09103,1.09104,0.0
1.09104,1.0911,1.09104,1.0911,0.0
1.0911,1.09111,1.09104,1.09104,0.0
1.09104,1.0911,1.09104,1.0911,0.0
1.0911,1.09111,1.0911,1.0911,0.0
1.0911,1.0911,1.09108,1.09109,0.0
1.09108,1.09111,1.09105,1.09105,0.0
1.09104,1.09104,1.09102,1.09102,0.0
1.09102,1.09104,1.09102,1.09104,0.0
1.09104,1.09105,1.09103,1.09104,0.0
1.09104,1.09112,1.09104,1.0911,0.0
1.0911,1.09113,1.09108,1.09111,0.0
1.09111,1.09115,1.0911,1.09111,0.0
1.09112,1.09117,1.09107,1.09116,0.0
1.09117,1.09122,1.09116,1.09122,0.0
1.09122,1.09122,1.09106,1.09108,0.0
1.09108,1.09117,1.09107,1.09117,0.0
1.09117,1.09118,1.0911,1.09112,0.0
1.09111,1.09111,1.09105,1.09105,0.0
1.09105,1.09106,1.09104,1.09105,0.0
1.09105,1.09107,1.091,1.091,0.0
1.091,1.09103,1.09099,1.09099,0.0
1.09099,1.09099,1.09088,1.09089,0.0
1.0909,1.09091,1.09089,1.0909,0.0
1.09091,1.09091,1.0909,1.0909,0.0
1.09091,1.09091,1.0909,1.0909,0.0
1.09088,1.091,1.09088,1.09096,0.0
1.09096,1.09102,1.09095,1.091,0.0
1.091,1.09102,1.09098,1.09098,0.0
1.09098,1.09098,1.09093,1.09093,0.0
1.09093,1.09093,1.09088,1.09088,0.0
1.09087,1.09089,1.09084,1.09084,0.0
1.09084,1.09093,1.09084,1.09093,0.0
1.09093,1.09098,1.09092,1.09098,0.0
1.09099,1.09101,1.09099,1.09099,0.0
1.091,1.09102,1.09099,1.09099,0.0
1.09098,1.09098,1.09094,1.09095,0.0
1.09096,1.09096,1.09093,1.09095,0.0
1.09096,1.09099,1.0909,1.09096,0.0
1.09098,1.09102,1.09092,1.09092,0.0
1.09093,1.09093,1.09089,1.0909,0.0
1.09091,1.09092,1.0909,1.0909,0.0
1.09089,1.0909,1.09086,1.09087,0.0
1.09087,1.09088,1.09087,1.09088,0.0
1.09088,1.09088,1.09082,1.09086,0.0
1.09086,1.09089,1.09086,1.09088,0.0
1.09087,1.09087,1.09085,1.09085,0.0
1.09086,1.09095,1.09085,1.09094,0.0
1.09095,1.09096,1.09093,1.09095,0.0
1.09096,1.09096,1.09095,1.09095,0.0
1.09095,1.09095,1.09093,1.09094,0.0
1.09094,1.09094,1.09091,1.09093,0.0
1.09093,1.09094,1.09092,1.09092,0.0
1.09094,1.09094,1.09092,1.09093,0.0
1.09093,1.09099,1.09093,1.09098,0.0
1.09098,1.09098,1.09097,1.09098,0.0
1.09097,1.09105,1.09097,1.09102,0.0
1.09101,1.09101,1.09095,1.09095,0.0
1.09096,1.09101,1.09096,1.091,0.0
1.09101,1.09102,1.091,1.09102,0.0
1.09101,1.09102,1.09099,1.09101,0.0
1.091,1.09102,1.091,1.09102,0.0
1.09102,1.09102,1.09098,1.09099,0.0
1.09098,1.09101,1.09097,1.09097,0.0
1.09097,1.09102,1.09097,1.09102,0.0
1.09102,1.09105,1.09101,1.09101,0.0
1.09101,1.09101,1.091,1.09101,0.0
1.09101,1.09107,1.09101,1.09101,0.0
1.09102,1.09102,1.09097,1.09097,0.0
1.09096,1.09104,1.09096,1.09104,0.0
1.09103,1.09104,1.09103,1.09104,0.0
1.09104,1.09106,1.09101,1.09104,0.0
1.09104,1.09105,1.09103,1.09104,0.0
1.09105,1.09107,1.09102,1.09105,0.0
1.09105,1.09113,1.09105,1.09111,0.0
1.09112,1.09116,1.09101,1.09101,0.0
1.09101,1.09102,1.09084,1.09088,0.0
1.09089,1.09089,1.09077,1.09086,0.0
1.09087,1.09089,1.09082,1.09082,0.0
1.09081,1.09082,1.09068,1.09068,0.0
1.09067,1.09076,1.09064,1.09076,0.0
1.09074,1.09076,1.09072,1.09074,0.0
1.09074,1.09076,1.09064,1.09069,0.0
1.09069,1.0907,1.09065,1.09069,0.0
1.09069,1.0907,1.09065,1.09068,0.0
1.09068,1.09071,1.09065,1.0907,0.0
1.0907,1.09071,1.09061,1.09065,0.0
1.09066,1.09069,1.09065,1.09066,0.0
1.09067,1.09067,1.09063,1.09064,0.0
1.09064,1.09066,1.09062,1.09066,0.0
1.09065,1.09073,1.09063,1.09071,0.0
1.09072,1.09072,1.09065,1.0907,0.0
1.09069,1.09069,1.09064,1.09064,0.0
1.09065,1.09065,1.09057,1.09059,0.0
1.09058,1.09061,1.09056,1.09058,0.0
1.09057,1.09065,1.09056,1.09063,0.0
1.09062,1.09062,1.09057,1.0906,0.0
1.0906,1.09064,1.09059,1.09059,0.0
1.0906,1.09062,1.09056,1.09059,0.0
1.0906,1.09064,1.09057,1.0906,0.0
1.09059,1.09081,1.09059,1.09081,0.0
1.09081,1.09091,1.09079,1.09082,0.0
1.09082,1.09099,1.09081,1.09097,0.0
1.09097,1.09098,1.09088,1.09093,0.0
1.09093,1.09102,1.09091,1.09091,0.0
1.09091,1.09097,1.0909,1.09096,0.0
1.09096,1.09097,1.09086,1.09086,0.0
1.09086,1.0909,1.09083,1.09087,0.0
1.09088,1.09104,1.09087,1.09097,0.0
1.09095,1.09103,1.09091,1.09103,0.0
1.09104,1.09113,1.09101,1.09109,0.0
1.09108,1.09119,1.09108,1.09117,0.0
1.09115,1.09115,1.09107,1.09113,0.0
1.09114,1.0912,1.09114,1.09115,0.0
1.09114,1.09124,1.09108,1.09114,0.0
1.09114,1.09124,1.09114,1.09123,0.0
1.09123,1.09124,1.09115,1.09123,0.0
1.09124,1.09125,1.09118,1.09118,0.0
1.09119,1.09123,1.09111,1.09111,0.0
1.09111,1.09118,1.09111,1.09115,0.0
1.09115,1.09121,1.09111,1.09112,0.0
1.09113,1.09117,1.09112,1.09116,0.0
1.09117,1.09119,1.09116,1.09116,0.0
1.09117,1.09123,1.09116,1.09117,0.0
1.09117,1.09125,1.09113,1.09123,0.0
1.09123,1.09124,1.09118,1.09121,0.0
1.0912,1.09133,1.09118,1.09132,0.0
1.09131,1.09137,1.09131,1.09137,0.0
1.09136,1.09137,1.09133,1.09133,0.0
1.09133,1.09135,1.09128,1.09128,0.0
1.0913,1.09137,1.09129,1.09134,0.0
1.09133,1.09135,1.09132,1.09132,0.0
1.09131,1.09131,1.09126,1.09127,0.0
1.09128,1.09134,1.09128,1.09134,0.0
1.09133,1.09143,1.09129,1.09142,0.0
1.09144,1.09151,1.09117,1.09123,0.0
1.09122,1.09139,1.09121,1.09138,0.0
1.09138,1.09152,1.09137,1.0915,0.0
1.0915,1.0915,1.09131,1.09135,0.0
1.09135,1.09137,1.09116,1.09117,0.0
1.09118,1.09121,1.09105,1.09111,0.0
1.09112,1.09117,1.09101,1.09101,0.0
1.091,1.09102,1.09086,1.0909,0.0
1.09091,1.09092,1.09086,1.0909,0.0
1.0909,1.09101,1.09085,1.09101,0.0
1.09102,1.09108,1.09085,1.09085,0.0
1.09085,1.09086,1.0908,1.0908,0.0
1.0908,1.0908,1.09066,1.09067,0.0
1.09067,1.09069,1.09063,1.09065,0.0
1.09064,1.09083,1.09063,1.09081,0.0
1.09081,1.09094,1.09081,1.09094,0.0
1.09094,1.09097,1.09087,1.09087,0.0
1.09088,1.0909,1.09081,1.09084,0.0
1.09082,1.09082,1.09077,1.09077,0.0
1.09078,1.09084,1.09076,1.09081,0.0
1.09081,1.09081,1.0907,1.0907,0.0
1.09069,1.09069,1.09057,1.09059,0.0
1.09059,1.09067,1.09058,1.09064,0.0
1.09065,1.09067,1.09063,1.09066,0.0
1.09066,1.09071,1.09066,1.09071,0.0
1.09072,1.09083,1.09071,1.09077,0.0
1.09077,1.09077,1.09066,1.09072,0.0
1.09071,1.09078,1.09068,1.09076,0.0
1.09076,1.09091,1.09076,1.09091,0.0
1.09092,1.09099,1.09086,1.09087,0.0
1.09087,1.09092,1.09077,1.09081,0.0
1.09081,1.09084,1.09075,1.0908,0.0
1.09081,1.09084,1.09076,1.09076,0.0
1.09075,1.09093,1.09075,1.09092,0.0
1.09092,1.09098,1.09092,1.09097,0.0
1.09097,1.09097,1.09087,1.09095,0.0
1.09095,1.09099,1.09084,1.09086,0.0
1.09086,1.0909,1.09083,1.09087,0.0
1.09086,1.09086,1.09071,1.09074,0.0
1.09075,1.09077,1.09075,1.09077,0.0
1.09076,1.09079,1.09065,1.09066,0.0
1.09067,1.09068,1.09056,1.09061,0.0
1.09061,1.09071,1.09061,1.09069,0.0
1.0907,1.0908,1.09069,1.09076,0.0
1.09076,1.091,1.09076,1.09098,0.0
1.09098,1.09102,1.09097,1.09098,0.0
1.09097,1.09099,1.09092,1.09097,0.0
1.09097,1.09097,1.09087,1.09095,0.0
1.09094,1.09097,1.09091,1.09096,0.0
1.09096,1.091,1.09092,1.09097,0.0
1.09098,1.09099,1.09088,1.09091,0.0
1.0909,1.091,1.0909,1.09099,0.0
1.09101,1.0911,1.09095,1.09107,0.0
1.09108,1.09117,1.09108,1.09117,0.0
1.09116,1.09119,1.09108,1.09108,0.0
1.09109,1.09111,1.09108,1.0911,0.0
1.09111,1.09117,1.0911,1.09113,0.0
1.09113,1.09116,1.09112,1.09112,0.0
1.09112,1.09114,1.09102,1.09112,0.0
1.09112,1.09112,1.09107,1.09107,0.0
1.09107,1.0911,1.09095,1.09097,0.0
1.09096,1.09097,1.09085,1.0909,0.0
1.0909,1.0909,1.0908,1.09085,0.0
1.09088,1.091,1.09084,1.09089,0.0
1.09089,1.09106,1.09089,1.09106,0.0
1.09105,1.09106,1.09097,1.091,0.0
1.09101,1.09105,1.09099,1.091,0.0
1.09099,1.09101,1.09096,1.09101,0.0
1.09102,1.09103,1.09095,1.09101,0.0
1.09101,1.09103,1.09101,1.09101,0.0
1.091,1.09124,1.091,1.09121,0.0
1.09122,1.0913,1.09118,1.09122,0.0
1.09123,1.09132,1.09118,1.09131,0.0
1.0913,1.09136,1.09129,1.09135,0.0
1.09135,1.09146,1.09133,1.09146,0.0
1.09147,1.09147,1.09135,1.09136,0.0
1.09136,1.09136,1.09124,1.09129,0.0
1.09129,1.09132,1.09125,1.09126,0.0
1.09125,1.09127,1.09119,1.09119,0.0
1.0912,1.0913,1.09117,1.09128,0.0
1.09127,1.09136,1.09122,1.09133,0.0
1.09131,1.09135,1.09128,1.09135,0.0
1.09136,1.09145,1.09132,1.09142,0.0
1.09142,1.09142,1.09139,1.0914,0.0
1.09139,1.0914,1.09129,1.0913,0.0
1.09129,1.09138,1.09129,1.09137,0.0
1.09137,1.09137,1.09136,1.09137,0.0
1.09137,1.09146,1.09137,1.09144,0.0
1.09144,1.09144,1.0914,1.09141,0.0
1.09141,1.09143,1.09123,1.09126,0.0
1.09129,1.09148,1.09129,1.09136,0.0
1.09136,1.09146,1.09133,1.09146,0.0
1.09147,1.09155,1.09145,1.09155,0.0
1.09155,1.09155,1.09145,1.09152,0.0
1.09152,1.09152,1.09141,1.09141,0.0
1.09141,1.09148,1.09141,1.09147,0.0
1.09148,1.09158,1.09146,1.09157,0.0
1.09157,1.09157,1.09144,1.09147,0.0
1.09146,1.09149,1.0914,1.09147,0.0
1.09148,1.09149,1.09142,1.09142,0.0
1.09141,1.09142,1.0913,1.0913,0.0
1.09131,1.09131,1.09119,1.09119,0.0
1.0912,1.09124,1.09118,1.09121,0.0
1.09122,1.09122,1.09117,1.0912,0.0
1.0912,1.0912,1.09104,1.09104,0.0
1.09103,1.09106,1.09095,1.09104,0.0
1.09104,1.09116,1.09104,1.09112,0.0
1.09112,1.09119,1.09112,1.09116,0.0
1.09117,1.09118,1.09111,1.09116,0.0
1.09117,1.09127,1.09117,1.09123,0.0
1.09124,1.09124,1.09111,1.0912,0.0
1.0912,1.09123,1.09119,1.09121,0.0
1.09122,1.09126,1.09115,1.09126,0.0
1.09127,1.09135,1.09125,1.09131,0.0
1.09131,1.09142,1.09128,1.09141,0.0
1.0914,1.09142,1.09136,1.09136,0.0
1.09136,1.09137,1.09134,1.09136,0.0
1.09135,1.09137,1.09133,1.09135,0.0
1.09136,1.09143,1.09135,1.09143,0.0
1.09142,1.09143,1.09136,1.09136,0.0
1.09136,1.09136,1.09121,1.09121,0.0
1.09121,1.09121,1.09112,1.09112,0.0
1.09112,1.09114,1.09102,1.09109,0.0
1.09109,1.09113,1.09108,1.09113,0.0
1.09113,1.09117,1.09108,1.09117,0.0
1.09117,1.09127,1.09117,1.09127,0.0
1.09127,1.09134,1.09121,1.09133,0.0
1.09134,1.09151,1.09134,1.09142,0.0
1.09142,1.09142,1.09136,1.09137,0.0
1.09138,1.09138,1.09134,1.09138,0.0
1.09137,1.09138,1.09137,1.09137,0.0
1.09136,1.09137,1.09127,1.09127,0.0
1.09127,1.09127,1.09119,1.09125,0.0
1.09125,1.09125,1.09113,1.09117,0.0
1.09117,1.09129,1.09117,1.09128,0.0
1.09127,1.09128,1.09122,1.09122,0.0
1.09122,1.09132,1.09122,1.09131,0.0
1.09131,1.09134,1.09128,1.09134,0.0
1.09134,1.09137,1.09131,1.09133,0.0
1.09134,1.09138,1.09133,1.09137,0.0
1.09138,1.09147,1.09138,1.09143,0.0
1.09143,1.09144,1.09138,1.09143,0.0
1.09143,1.09144,1.09139,1.09139,0.0
1.09139,1.0914,1.09138,1.09138,0.0
1.09138,1.09138,1.09128,1.09128,0.0
1.09127,1.09138,1.09124,1.09137,0.0
1.09138,1.09153,1.09138,1.09149,0.0
1.09149,1.09159,1.09148,1.09157,0.0
1.09157,1.09167,1.09157,1.09164,0.0
1.09164,1.09167,1.0916,1.09165,0.0
1.09165,1.09168,1.09156,1.09162,0.0
1.09163,1.09163,1.09161,1.09162,0.0
1.09162,1.09177,1.09161,1.09174,0.0
1.09174,1.0918,1.09166,1.09168,0.0
1.09167,1.09168,1.09155,1.09155,0.0
1.09155,1.09165,1.0915,1.09163,0.0
1.09164,1.09172,1.09161,1.09172,0.0
1.09172,1.09172,1.09162,1.09168,0.0
1.0917,1.09171,1.09166,1.09166,0.0
1.09165,1.09166,1.09157,1.09166,0.0
1.09167,1.09167,1.09154,1.09157,0.0
1.09157,1.09169,1.09156,1.09156,0.0
1.09156,1.09159,1.09154,1.09156,0.0
1.09157,1.09158,1.09156,1.09156,0.0
1.09156,1.09179,1.09153,1.09177,0.0
1.09178,1.09178,1.09161,1.09161,0.0
1.09161,1.09167,1.09161,1.09166,0.0
1.09167,1.09167,1.09156,1.09156,0.0
1.09157,1.0916,1.09151,1.0916,0.0
1.09158,1.09166,1.09158,1.09162,0.0
1.09162,1.09171,1.09162,1.09171,0.0
1.0917,1.09175,1.09166,1.09172,0.0
1.09173,1.09185,1.09173,1.09185,0.0
1.09185,1.09188,1.09184,1.09187,0.0
1.09188,1.09193,1.09185,1.09187,0.0
1.09186,1.09188,1.0918,1.09181,0.0
1.0918,1.09193,1.0918,1.09193,0.0
1.09193,1.09194,1.09186,1.09193,0.0
1.09194,1.09194,1.0919,1.09193,0.0
1.09193,1.09193,1.09181,1.09182,0.0
1.09181,1.09185,1.09172,1.09182,0.0
1.09183,1.09194,1.09182,1.09188,0.0
1.09189,1.09195,1.09185,1.0919,0.0
1.09189,1.09193,1.09189,1.09193,0.0
1.09193,1.09193,1.09191,1.09191,0.0
1.09191,1.09195,1.0919,1.09192,0.0
1.09192,1.09192,1.09184,1.09188,0.0
1.09187,1.09191,1.09186,1.09189,0.0
1.0919,1.09203,1.0919,1.09199,0.0
1.09199,1.09206,1.09195,1.09196,0.0
1.09197,1.09197,1.09194,1.09195,0.0
1.09194,1.09197,1.09193,1.09197,0.0
1.09196,1.09196,1.09187,1.0919,0.0
1.09191,1.09191,1.09181,1.09181,0.0
1.09182,1.09183,1.09181,1.09181,0.0
1.09182,1.09193,1.09181,1.09187,0.0
1.09187,1.09191,1.09174,1.09175,0.0
1.09175,1.09176,1.0917,1.09171,0.0
1.0917,1.09171,1.09163,1.09163,0.0
1.09164,1.09169,1.09163,1.09166,0.0
1.09166,1.09172,1.09166,1.09169,0.0
1.09168,1.0917,1.09155,1.09156,0.0
1.09157,1.09159,1.09155,1.09155,0.0
1.09156,1.09158,1.0915,1.09157,0.0
1.09156,1.09159,1.09156,1.09156,0.0
1.09157,1.0916,1.09155,1.09156,0.0
1.09156,1.09157,1.09155,1.09157,0.0
1.09157,1.09158,1.09156,1.09156,0.0
1.09156,1.09166,1.09155,1.09166,0.0
1.09165,1.09165,1.09159,1.0916,0.0
1.09161,1.09162,1.0916,1.09161,0.0
1.09161,1.09174,1.09161,1.09169,0.0
1.0917,1.09177,1.0917,1.09171,0.0
1.09173,1.09178,1.0917,1.09171,0.0
1.0917,1.09171,1.09165,1.09165,0.0
1.09165,1.09167,1.0916,1.0916,0.0
1.0916,1.09161,1.09154,1.09154,0.0
1.09155,1.09155,1.09153,1.09154,0.0
1.09154,1.09156,1.09151,1.09152,0.0
1.09153,1.09155,1.0915,1.0915,0.0
1.09151,1.09155,1.0915,1.0915,0.0
1.09149,1.0915,1.09144,1.09145,0.0
1.09144,1.09151,1.09144,1.09145,0.0
1.09146,1.09147,1.09141,1.09144,0.0
1.09145,1.09149,1.09144,1.09144,0.0
1.09144,1.09145,1.0914,1.0914,0.0
1.0914,1.09145,1.0914,1.09144,0.0
1.09144,1.09144,1.09134,1.09134,0.0
1.09134,1.0914,1.09133,1.09134,0.0
1.09135,1.09139,1.09134,1.09138,0.0
1.09137,1.09139,1.09134,1.09135,0.0
1.09138,1.09138,1.09134,1.09135,0.0
1.09134,1.09136,1.0913,1.0913,0.0
1.09131,1.09141,1.0913,1.09141,0.0
1.09141,1.09156,1.09141,1.09156,0.0
1.09155,1.09156,1.0914,1.0914,0.0
1.09144,1.09148,1.09142,1.09144,0.0
1.09144,1.09144,1.09129,1.09129,0.0
1.09129,1.09139,1.09128,1.09135,0.0
1.09136,1.09138,1.09124,1.09126,0.0
1.09127,1.09137,1.09126,1.09135,0.0
1.09135,1.09138,1.09134,1.09136,0.0
1.09136,1.09139,1.09135,1.09136,0.0
1.09137,1.09139,1.09133,1.09134,0.0
1.09135,1.09136,1.09133,1.09133,0.0
1.09134,1.09134,1.09128,1.09133,0.0
1.09134,1.09137,1.09123,1.09123,0.0
1.09124,1.09129,1.09123,1.09128,0.0
1.09128,1.09128,1.09119,1.09119,0.0
1.09119,1.09119,1.09112,1.09113,0.0
1.09114,1.0912,1.09109,1.09114,0.0
1.09114,1.09118,1.09113,1.09118,0.0
1.09117,1.09127,1.09117,1.09127,0.0
1.09127,1.09142,1.09124,1.09141,0.0
1.09142,1.09148,1.09138,1.09138,0.0
1.09137,1.09137,1.09123,1.09128,0.0
1.09127,1.09129,1.09118,1.09119,0.0
1.09118,1.09131,1.09118,1.0913,0.0
1.09129,1.09136,1.09126,1.09135,0.0
1.09137,1.09146,1.09137,1.09143,0.0
1.09142,1.09142,1.09133,1.09133,0.0
1.09134,1.09138,1.09132,1.09134,0.0
1.09134,1.09141,1.09134,1.09134,0.0
1.09134,1.09138,1.09134,1.09136,0.0
1.09136,1.09138,1.09135,1.09138,0.0
1.09137,1.09137,1.09131,1.09133,0.0
1.09133,1.09138,1.09133,1.09138,0.0
1.09138,1.09139,1.09133,1.09134,0.0
1.09135,1.09135,1.09128,1.09128,0.0
1.09128,1.09144,1.09128,1.09141,0.0
1.09141,1.09148,1.09141,1.09143,0.0
1.09142,1.09142,1.0914,1.09141,0.0
1.09141,1.09145,1.09141,1.09144,0.0
1.09144,1.09145,1.09144,1.09145,0.0
1.09146,1.09148,1.09144,1.09147,0.0
1.09147,1.09162,1.09141,1.09159,0.0
1.09159,1.09159,1.09153,1.09154,0.0
1.09154,1.09154,1.09153,1.09154,0.0
1.09154,1.09159,1.09154,1.09158,0.0
1.09158,1.09159,1.09149,1.09149,0.0
1.09151,1.09153,1.09147,1.0915,0.0
1.0915,1.09156,1.09149,1.09155,0.0
1.09155,1.09159,1.09151,1.09153,0.0
1.09154,1.09154,1.09152,1.09154,0.0
1.09153,1.09153,1.09145,1.09145,0.0
1.09145,1.09145,1.09141,1.09141,0.0
1.09141,1.09151,1.09141,1.09143,0.0
1.09144,1.09152,1.09143,1.09145,0.0
1.09145,1.09145,1.09133,1.09139,0.0
1.09139,1.0914,1.09139,1.09139,0.0
1.09139,1.09141,1.09136,1.09138,0.0
1.09138,1.09138,1.09125,1.09133,0.0
1.09134,1.09137,1.09133,1.09134,0.0
1.09133,1.09135,1.09123,1.09128,0.0
1.09128,1.09133,1.09123,1.09125,0.0
1.09124,1.09124,1.09103,1.09103,0.0
1.09103,1.09104,1.09079,1.09101,0.0
1.09101,1.09106,1.09086,1.09105,0.0
1.09106,1.09106,1.09078,1.09078,0.0
1.09079,1.09096,1.0907,1.09091,0.0
1.0909,1.09097,1.09076,1.09086,0.0
1.09085,1.09085,1.09075,1.09075,0.0
1.09076,1.09086,1.09073,1.09075,0.0
1.09074,1.09075,1.0904,1.09055,0.0
1.09056,1.0906,1.09026,1.09027,0.0
1.09026,1.09034,1.0902,1.09033,0.0
1.09034,1.09036,1.09021,1.09033,0.0
1.09034,1.0904,1.09023,1.09033,0.0
1.09034,1.09052,1.09034,1.09047,0.0
1.09046,1.09052,1.09043,1.09044,0.0
1.09045,1.09047,1.09039,1.09041,0.0
1.0904,1.0904,1.09022,1.09031,0.0
1.09033,1.09033,1.09023,1.09026,0.0
1.09026,1.09027,1.0902,1.09026,0.0
1.09026,1.09027,1.08999,1.0901,0.0
1.0901,1.09035,1.0901,1.09035,0.0
1.09035,1.09036,1.09027,1.09033,0.0
1.09033,1.09045,1.09033,1.09037,0.0
1.09036,1.0904,1.09026,1.09027,0.0
1.09026,1.09037,1.09019,1.09033,0.0
1.09033,1.0904,1.09018,1.09024,0.0
1.09023,1.09034,1.09023,1.0903,0.0
1.09029,1.09036,1.09026,1.09031,0.0
1.09031,1.09033,1.09031,1.09033,0.0
1.09031,1.0904,1.09031,1.09031,0.0
1.09034,1.09035,1.08997,1.09005,0.0
1.09006,1.09016,1.08995,1.09009,0.0
1.09008,1.09015,1.09002,1.09005,0.0
1.09006,1.09006,1.08986,1.08989,0.0
1.08988,1.08996,1.08975,1.08975,0.0
1.08976,1.08991,1.08953,1.08953,0.0
1.08952,1.08976,1.08951,1.08974,0.0
1.08975,1.08983,1.08947,1.08951,0.0
1.08949,1.08963,1.08942,1.08942,0.0
1.08942,1.08955,1.0894,1.08943,0.0
1.08942,1.0895,1.08913,1.08948,0.0
1.0895,1.08977,1.08948,1.08966,0.0
1.08966,1.08966,1.08958,1.08958,0.0
1.08958,1.08975,1.08958,1.08972,0.0
1.08973,1.0902,1.08973,1.09019,0.0
1.09018,1.09026,1.09012,1.09024,0.0
1.09024,1.09039,1.09019,1.09027,0.0
1.09028,1.09028,1.09016,1.09019,0.0
1.09019,1.0902,1.0901,1.09012,0.0
1.09014,1.09015,1.0899,1.0899,0.0
1.0899,1.0899,1.08957,1.08964,0.0
1.08963,1.08972,1.08949,1.08966,0.0
1.08966,1.0898,1.08961,1.08967,0.0
1.08967,1.08971,1.08966,1.0897,0.0
1.08971,1.08982,1.08971,1.08976,0.0
1.08976,1.08995,1.08976,1.08994,0.0
1.08994,1.09001,1.0898,1.08982,0.0
1.08982,1.09009,1.08978,1.09008,0.0
1.0901,1.09014,1.09004,1.09011,0.0
1.09012,1.09022,1.0901,1.0902,0.0
1.0902,1.09027,1.0901,1.09011,0.0
1.09014,1.09039,1.09014,1.09025,0.0
1.09025,1.09038,1.09025,1.09031,0.0
1.0903,1.0904,1.09027,1.09032,0.0
1.09031,1.09035,1.09015,1.09035,0.0
1.09035,1.09038,1.09025,1.0903,0.0
1.09031,1.09034,1.09015,1.09025,0.0
1.09024,1.09044,1.09022,1.0904,0.0
1.09039,1.09096,1.09026,1.09072,0.0
1.09071,1.09071,1.09042,1.09044,0.0
1.09045,1.09077,1.09041,1.09069,0.0
1.09068,1.09081,1.09066,1.09081,0.0
1.09082,1.09085,1.09067,1.09075,0.0
1.09074,1.091,1.09074,1.09091,0.0
1.0909,1.0909,1.0907,1.09078,0.0
1.09079,1.09116,1.09079,1.09104,0.0
1.09103,1.09106,1.09079,1.09081,0.0
1.09081,1.09083,1.09059,1.09063,0.0
1.09064,1.09087,1.09056,1.09087,0.0
1.09087,1.09095,1.09083,1.09088,0.0
1.09088,1.09107,1.09088,1.09101,0.0
1.091,1.09111,1.09092,1.09105,0.0
1.09106,1.0913,1.09105,1.09122,0.0
1.0912,1.09133,1.09112,1.09128,0.0
1.09128,1.09136,1.09121,1.09131,0.0
1.09132,1.09148,1.09131,1.09143,0.0
1.09142,1.09166,1.09141,1.09166,0.0
1.09166,1.09173,1.09162,1.09167,0.0
1.09168,1.09168,1.09156,1.09156,0.0
1.09158,1.0917,1.09155,1.09165,0.0
1.09165,1.09166,1.09153,1.09153,0.0
1.09153,1.09159,1.09138,1.09159,0.0
1.09159,1.09159,1.09134,1.09136,0.0
1.09137,1.09147,1.09136,1.09138,0.0
1.09139,1.09141,1.09134,1.09134,0.0
1.09134,1.0914,1.09124,1.09124,0.0
1.09124,1.09142,1.09122,1.09136,0.0
1.09136,1.09154,1.09136,1.09141,0.0
1.09142,1.09149,1.09125,1.09129,0.0
1.09129,1.09152,1.09129,1.0915,0.0
1.0915,1.09152,1.09139,1.09143,0.0
1.09145,1.09146,1.0914,1.09143,0.0
1.09142,1.09161,1.09138,1.09156,0.0
1.09155,1.09171,1.09154,1.09166,0.0
1.09166,1.09181,1.09162,1.09176,0.0
1.09176,1.09176,1.09161,1.09169,0.0
1.09169,1.09172,1.09157,1.09159,0.0
